timestamp_us,shunt_voltage_mV,bus_voltage_V,current_mA,power_mW,workload_state,status
10242,0.332500,5.083750,33.250,170.000,0,OK
20218,0.332500,5.083750,33.000,167.500,0,OK
30230,0.335000,5.081250,33.500,170.000,0,OK
40218,0.332500,5.083750,33.250,167.500,0,OK
50230,0.332500,5.083750,33.250,170.000,0,OK
60218,0.335000,5.081250,33.500,170.000,0,OK
70230,0.335000,5.083750,33.500,170.000,0,OK
80218,0.332500,5.085000,33.250,170.000,0,OK
90230,0.330000,5.083750,33.500,170.000,0,OK
100218,0.330000,5.083750,33.000,167.500,0,OK
110230,0.337500,5.082500,33.500,172.500,0,OK
120218,0.332500,5.083750,33.250,170.000,0,OK
130230,0.337500,5.078750,33.750,172.500,0,OK
140218,0.332500,5.083750,33.250,170.000,0,OK
150230,0.332500,5.083750,33.250,170.000,0,OK
160218,0.332500,5.083750,33.250,170.000,0,OK
170230,0.337500,5.083750,33.750,172.500,0,OK
180218,0.332500,5.083750,33.250,170.000,0,OK
190230,0.335000,5.083750,33.500,170.000,0,OK
200218,0.335000,5.083750,33.000,170.000,0,OK
210230,0.332500,5.083750,33.250,170.000,0,OK
220218,0.332500,5.077500,33.250,167.500,0,OK
230230,0.335000,5.083750,33.500,170.000,0,OK
240218,0.327500,5.082500,32.750,166.250,0,OK
250230,0.332500,5.083750,33.500,170.000,0,OK
260218,0.332500,5.083750,33.250,170.000,0,OK
270230,0.337500,5.083750,33.500,170.000,0,OK
280218,0.335000,5.083750,33.500,170.000,0,OK
290230,0.337500,5.083750,33.250,172.500,0,OK
300218,0.330000,5.083750,33.000,167.500,0,OK
310230,0.335000,5.078750,33.500,170.000,0,OK
320218,0.347500,5.082500,33.250,170.000,0,OK
330230,0.335000,5.082500,33.500,170.000,0,OK
340218,0.332500,5.083750,33.250,170.000,0,OK
350230,0.335000,5.083750,33.500,170.000,0,OK
360218,0.335000,5.083750,33.250,170.000,0,OK
370230,0.332500,5.083750,33.250,170.000,0,OK
380218,0.332500,5.085000,33.000,167.500,0,OK
390230,0.337500,5.082500,33.750,172.500,0,OK
400218,0.332500,5.080000,33.250,167.500,0,OK
410230,0.342500,5.085000,33.000,167.500,0,OK
420218,0.335000,5.083750,33.500,170.000,0,OK
430230,0.330000,5.083750,33.500,170.000,0,OK
440218,0.332500,5.085000,33.250,170.000,0,OK
450230,0.335000,5.085000,33.250,170.000,0,OK
460218,0.332500,5.083750,33.250,170.000,0,OK
470230,0.340000,5.083750,34.000,172.500,0,OK
480218,0.330000,5.082500,33.000,167.500,0,OK
490230,0.332500,5.081250,33.250,167.500,0,OK
500218,0.337500,5.082500,33.000,167.500,0,OK
510230,0.337500,5.085000,33.750,172.500,0,OK
520218,0.330000,5.083750,33.000,167.500,0,OK
530230,0.332500,5.083750,33.250,170.000,0,OK
540218,0.337500,5.085000,33.250,172.500,0,OK
550230,0.330000,5.082500,33.000,167.500,0,OK
560218,0.332500,5.083750,33.250,167.500,0,OK
570226,0.332500,5.083750,33.250,170.000,0,OK
580222,0.332500,5.080000,33.250,167.500,0,OK
590226,0.335000,5.082500,33.250,170.000,0,OK
600222,0.332500,5.083750,33.250,170.000,0,OK
610226,0.332500,5.082500,33.750,172.500,0,OK
620222,0.327500,5.082500,32.750,166.250,0,OK
630226,0.337500,5.083750,33.500,172.500,0,OK
640218,0.335000,5.083750,33.500,170.000,0,OK
650230,0.337500,5.083750,33.750,172.500,0,OK
660218,0.332500,5.083750,33.250,170.000,0,OK
670230,0.337500,5.081250,33.750,172.500,0,OK
680218,0.332500,5.085000,33.250,170.000,0,OK
690230,0.335000,5.083750,33.500,170.000,0,OK
700218,0.332500,5.082500,33.250,170.000,0,OK
710230,0.335000,5.083750,33.500,170.000,0,OK
720218,0.332500,5.082500,33.250,167.500,0,OK
730230,0.332500,5.083750,33.250,170.000,0,OK
740218,0.332500,5.083750,33.250,167.500,0,OK
750230,0.332500,5.083750,33.250,170.000,0,OK
760218,0.335000,5.082500,33.500,170.000,0,OK
770230,0.332500,5.083750,33.500,170.000,0,OK
780218,0.335000,5.083750,33.500,170.000,0,OK
790230,0.332500,5.083750,33.250,170.000,0,OK
800218,0.335000,5.082500,33.500,170.000,0,OK
810230,0.340000,5.085000,33.250,172.500,0,OK
820218,0.332500,5.083750,33.250,170.000,0,OK
830230,0.340000,5.076250,34.000,172.500,0,OK
840218,0.332500,5.082500,33.250,170.000,0,OK
850230,0.340000,5.081250,34.000,172.500,0,OK
860218,0.330000,5.083750,33.250,170.000,0,OK
870230,0.340000,5.082500,34.000,172.500,0,OK
880218,0.330000,5.083750,33.500,170.000,0,OK
890230,0.337500,5.081250,33.750,172.500,0,OK
900218,0.335000,5.085000,33.000,170.000,0,OK
910230,0.337500,5.082500,33.750,172.500,0,OK
920218,0.330000,5.078750,33.000,167.500,0,OK
930230,0.340000,5.083750,34.000,172.500,0,OK
940218,0.330000,5.082500,33.000,167.500,0,OK
950230,0.332500,5.083750,33.750,172.500,0,OK
960218,0.335000,5.082500,33.500,170.000,0,OK
970230,0.337500,5.082500,33.750,172.500,0,OK
980218,0.332500,5.083750,33.250,170.000,0,OK
990230,0.337500,5.083750,33.750,172.500,0,OK
1000218,0.332500,5.082500,33.250,170.000,0,OK
