condition,segment,occupancy_MAE_mean_mA,pulse_MAE_mean_mA,occupancy_MAE_std_mA,pulse_MAE_std_mA,occupancy_mean_error_mean_mA,pulse_mean_error_mean_mA,occupancy_mean_error_std_mA,pulse_mean_error_std_mA,pulse_minus_occupancy_MAE_mA,pulse_minus_occupancy_mean_error_mA,better_input_by_MAE
uart_64B_100ms,idle_all,1.159750297647996,1.1597423383652052,0.0543220711826785,0.0543206502146179,0.4435187662596632,0.4434910337532739,0.2135947600331409,0.2135947600315994,-7.959282790848121e-06,-2.7732506389266387e-05,equal
uart_64B_100ms,burst,1.7211662712945828,18.770299211416983,0.1554766551220111,0.2888228699755163,1.4969512642967475,18.76728099333216,0.2895073816087939,0.2895771099597865,17.0491329401224,17.270329729035414,occupancy
uart_64B_100ms,inter_burst,1.7279878513937583,1.2512692138024806,0.174008230335682,0.0652223146624849,1.5563219991018613,0.5404294417195714,0.2342102599931934,0.2342104866965846,-0.47671863759127775,-1.01589255738229,pulse
uart_256B_100ms,idle_all,1.1706782263981532,1.1706100507930777,0.0374950963799138,0.0374844826417767,0.4954914530140002,0.4953805229828966,0.1255631247684884,0.1255631247764027,-6.817560507554887e-05,-0.00011093003110362876,equal
uart_256B_100ms,burst,4.985193838615764,20.234726416749297,0.1782854524105138,0.1781067642974787,4.9803124152130085,20.23397692313754,0.1783657901396744,0.1783539325779901,15.249532578133532,15.253664507924531,occupancy
uart_256B_100ms,inter_burst,4.986656794832245,1.2924805042317409,0.1741573761704848,0.0519355611546262,4.981403900189835,0.6233684376615851,0.1745100039650642,0.1745090417947903,-3.6941762906005042,-4.35803546252825,pulse
uart_512B_100ms,idle_all,1.2589776373009527,1.2588035675237337,0.0809663560808784,0.08095652296713,0.7216653094014581,0.7214434493725296,0.1830168105800524,0.1830168105792436,-0.0001740697772190103,-0.0002218600289285444,equal
uart_512B_100ms,burst,9.671701288781689,20.663189240938927,0.1779448758889061,0.177951991480165,9.671053087790884,20.662919536965845,0.1780353976911878,0.1780350315515784,10.991487952157238,10.99186644917496,occupancy
uart_512B_100ms,inter_burst,9.669365022542376,1.420398557661149,0.1736540693992699,0.0707066290119112,9.66870001352595,0.8756071312151847,0.1737351675384326,0.1737350378023472,-8.248966464881226,-8.793092882310765,pulse
