condition,runs,D1_mean_mA,D3_mean_mA,D4_mean_mA,uart_enable_overhead_mean_mA,uart_enable_overhead_std_mA,tx_activity_overhead_mean_mA,tx_activity_overhead_std_mA,total_uart_difference_mean_mA,total_uart_difference_std_mA
uart_256B_100ms,10,46.796724328863505,46.81096249131541,46.8076955210286,0.01423816245190963,0.1618883737753886,-0.0032669702868147964,0.21062083945791998,0.010971192165094835,0.1995841017558635
uart_512B_100ms,10,46.796724328863505,46.81096249131541,46.58538861474891,0.01423816245190963,0.1618883737753886,-0.22557387656650718,0.1914150421435833,-0.21133571411459756,0.14353325860593627
uart_64B_100ms,10,46.796724328863505,46.81096249131541,46.86028504621858,0.01423816245190963,0.1618883737753886,0.04932255490316351,0.2649388504732617,0.06356071735507314,0.22957360855316303
