condition,runs,active_mean_mA,active_top5_mean_mA,active_top5_minus_mean_mA,final_idle_mean_mA,final_idle_top5_mean_mA,final_idle_top5_minus_mean_mA,active_mean_minus_final_idle_mean_mA,active_top5_minus_final_idle_top5_mA,excess_top5_mA,relative_excess_top5_gain,relative_active_top5_vs_idle_top5_gain
uart_256B_100ms,10,46.8076955210286,49.46840428229006,2.6607087612614655,46.71734474822485,49.28925663339873,2.571911885173871,0.09035077280373827,0.17914764889133253,0.08879687608759426,0.0043983236293189416,0.008873615514113396
uart_512B_100ms,10,46.58538861474891,49.17789465228732,2.592506037538422,46.54785580707629,49.1008718283202,2.553016021243921,0.037532807672617706,0.07702282396711908,0.03949001629450137,0.001956035836429177,0.0038151264050918865
uart_64B_100ms,10,46.86028504621858,49.41757883797626,2.557293791757689,46.91612977660385,49.53131563722492,2.615185860621062,-0.055844730385283724,-0.11373679924865669,-0.05789206886337297,-0.0028675339229361314,-0.005633658228753402
