timestamp_ms,shunt_voltage_mV,bus_voltage_V,current_mA,power_mW,workload_state,status
3794,0.325000,5.088750,32.500,166.250,0,OK
3814,0.325000,5.090000,32.500,166.250,0,OK
3834,0.327500,5.091250,32.500,166.250,0,OK
3854,0.330000,5.088750,32.750,166.250,0,OK
3874,0.325000,5.088750,32.750,166.250,0,OK
3894,0.327500,5.090000,32.750,166.250,0,OK
3914,0.327500,5.088750,32.750,166.250,0,OK
3934,0.330000,5.090000,33.000,167.500,0,OK
3954,0.325000,5.088750,32.500,166.250,0,OK
3974,0.325000,5.091250,32.500,166.250,0,OK
3994,0.327500,5.090000,32.750,166.250,0,OK
4014,0.325000,5.088750,32.250,163.750,0,OK
4034,0.330000,5.088750,32.500,166.250,0,OK
4054,0.330000,5.090000,32.750,167.500,0,OK
4074,0.327500,5.085000,32.750,166.250,0,OK
4094,0.322500,5.090000,32.250,163.750,0,OK
4114,0.327500,5.090000,32.750,166.250,0,OK
4134,0.327500,5.090000,32.750,166.250,0,OK
4154,0.327500,5.090000,32.750,166.250,0,OK
4174,0.332500,5.088750,32.750,166.250,0,OK
4194,0.327500,5.091250,32.750,166.250,0,OK
4214,0.330000,5.090000,33.000,167.500,0,OK
4234,0.330000,5.090000,33.000,167.500,0,OK
4254,0.327500,5.088750,32.750,166.250,0,OK
4274,0.325000,5.090000,32.500,166.250,0,OK
4294,0.327500,5.088750,32.750,166.250,0,OK
4314,0.327500,5.088750,32.750,166.250,0,OK
4334,0.327500,5.088750,32.750,166.250,0,OK
4354,0.330000,5.091250,32.750,166.250,0,OK
4374,0.325000,5.091250,32.750,166.250,0,OK
4394,0.330000,5.090000,32.750,167.500,0,OK
4414,0.327500,5.085000,32.750,166.250,0,OK
4434,0.327500,5.088750,32.750,166.250,0,OK
4454,0.325000,5.088750,32.500,166.250,0,OK
4474,0.327500,5.090000,32.750,166.250,0,OK
4494,0.327500,5.090000,32.750,166.250,0,OK
4514,0.327500,5.088750,32.750,166.250,0,OK
4534,0.327500,5.088750,32.500,166.250,0,OK
4554,0.327500,5.090000,32.750,166.250,0,OK
4574,0.327500,5.088750,32.500,166.250,0,OK
4594,0.325000,5.087500,32.500,166.250,0,OK
4614,0.325000,5.090000,32.500,166.250,0,OK
4634,0.327500,5.088750,32.750,166.250,0,OK
4654,0.325000,5.088750,32.500,166.250,0,OK
4674,0.327500,5.088750,32.750,166.250,0,OK
4694,0.327500,5.090000,32.500,166.250,0,OK
4714,0.330000,5.090000,32.750,166.250,0,OK
