interval_ms,condition,input_definition,n_runs,mae_mean_ma,mae_std_ma,me_mean_ma,me_std_ma,rmse_mean_ma,rmse_std_ma,measured_delta_mean_ma,measured_delta_std_ma,predicted_delta_mean_ma,predicted_delta_std_ma
100,ble_adv_100ms,occupancy,10,3.9089533664836664,0.14019890214072764,-2.8016590651377387,0.18445668946421329,14.587421173542586,0.05246820452070384,3.0414343219954185,0.18445668946421323,0.2397752568576795,0.0
100,ble_adv_100ms,pulse,10,3.913918800777509,0.13845347252657655,-2.797741493205316,0.18445668946421323,14.588189196542107,0.05202001517961526,3.0414343219954185,0.18445668946421323,0.2436928287901025,0.0
500,ble_adv_500ms,occupancy,10,1.6112136476508307,0.13492673017995058,-0.6571207698541724,0.2202547967911561,6.892406122429248,0.04502460477072687,0.705075821225708,0.220254796791156,0.0479550513715356,0.0
500,ble_adv_500ms,pulse,10,1.613821421765645,0.13516315069890908,-0.6540384299201785,0.22025479679115603,6.897621177643556,0.04493674696081945,0.705075821225708,0.220254796791156,0.0510373913055296,0.0
1000,ble_adv_1000ms,occupancy,10,1.2366676883663104,0.12682934296435802,-0.3497623222784073,0.1459306325605651,5.043943186365759,0.04732570216764487,0.3737398479641751,0.1459306325605651,0.0239775256857678,0.0
1000,ble_adv_1000ms,pulse,10,1.2397215898894085,0.1279060876431742,-0.3482743979668397,0.14593063256056513,5.046191594396928,0.04723228636200554,0.3737398479641751,0.1459306325605651,0.0254654499973354,0.0
