name,value,unit
I_idle,47.26682924952027,mA
I_active,67.45562805233185,mA
delta_I,20.188798802811576,mA
rise_threshold,60.02615009289718,mA
fall_threshold,54.696307208954934,mA
t0_rise,-0.0005307716493810665,s
tau_rise,0.0004892799312515133,s
t0_fall,19.994162423585564,s
tau_fall,0.0004898680774012695,s
time_grid_interval,9.999999999976694e-05,s
