time_from_active_start_s,mean_current_mA,std_current_mA
-10.0,47.0194312,1.3361700868187727
-9.99,46.511422600000515,1.5222601545418761
-9.98,46.36619449999999,1.3338694389399774
-9.97,46.656468399999994,1.2339303279539453
-9.96,46.221148300000394,1.575518049852664
-9.950000000000001,47.01941449999974,1.2915948537323045
-9.940000000000001,46.366161300000904,1.2430019178986844
-9.930000000000001,47.091953799999864,1.1451013659834013
-9.920000000000002,46.656468399999234,1.2335412853314265
-9.910000000000002,45.64071560000387,1.751039800089183
-9.900000000000002,46.94689149999961,1.4597194944124403
-9.890000000000002,46.8018124,1.6692754260076321
-9.880000000000003,47.23746329999742,1.8990703770742245
-9.870000000000003,46.94670969999937,0.9181974695990582
-9.860000000000003,46.36614460000233,1.194946145062387
-9.850000000000003,46.43865120000219,0.9707385595660755
-9.840000000000003,47.38237699999742,1.2805613549963655
-9.830000000000004,47.16459299999936,1.282501200790969
-9.820000000000004,46.801746199998966,1.5225232390782661
-9.810000000000004,45.85810300000194,0.9944902069257445
-9.800000000000004,46.584044800003234,1.6215639866304778
-9.790000000000004,46.43880000000193,1.412629864150932
-9.780000000000005,47.09205319999755,1.4192250701750633
-9.770000000000005,45.71294130000542,0.8412977099182115
-9.760000000000005,47.237082800001545,0.9556728236287924
-9.750000000000005,47.164510300001936,1.0294321866978189
-9.740000000000006,46.65658430000387,1.5300096644152954
-9.730000000000006,46.51135620000309,1.3600401397164352
-9.720000000000006,46.72937170000141,1.948397757902517
-9.710000000000006,47.0922678999987,1.8808544589394922
-9.700000000000006,46.72923970000322,1.6915036717190277
-9.690000000000007,46.656451899998196,1.1852755706991982
-9.680000000000007,46.80184530000827,1.7379651597722368
-9.670000000000007,47.164593000001936,1.2825012007831058
-9.660000000000007,46.438833300010316,1.493047872178575
-9.650000000000007,46.72904129999988,1.207218925211486
-9.640000000000008,47.30978769999484,1.3009253905376585
-9.630000000000008,47.382244700000385,0.8382833482728268
-9.620000000000008,46.14837730000799,1.0290445174969598
-9.610000000000008,46.87426920000568,1.3709064596133236
-9.600000000000009,46.43884960000155,1.5322228474961652
-9.590000000000009,47.16465899999871,1.4537813652118847
-9.580000000000009,47.01936489999652,1.1477361489232143
-9.57000000000001,46.43894920000259,1.7460794195572074
-9.56000000000001,47.38237699999627,1.2801864833936467
-9.55000000000001,47.092053199998716,1.4191402396727033
-9.54000000000001,46.72902440000529,1.1576154601638784
-9.53000000000001,47.310035699996135,1.8572347807031109
-9.52000000000001,47.23711579999407,1.0709811360452137
-9.51000000000001,47.23726480001148,1.483673422369896
-9.50000000000001,47.16451019999614,1.0293544294921015
-9.49000000000001,47.01949689999716,1.5020388128102746
-9.480000000000011,47.237115999996135,1.0712800676532916
-9.470000000000011,46.801713000008,1.4436741676720324
-9.460000000000012,46.65665040000412,1.6761848853125163
-9.450000000000012,46.656501600004006,1.3251405120126936
-9.440000000000012,47.01936490000439,1.1475267406581988
-9.430000000000012,47.309854000009935,1.4698354724575982
-9.420000000000012,47.672832999998064,1.4194091063402807
-9.410000000000013,46.58396210000633,1.4291967164336168
-9.400000000000013,47.23718180000258,1.2712755531067208
-9.390000000000013,46.583846400000006,1.1059833837961142
-9.380000000000013,47.60011149999523,1.0848275545891
-9.370000000000013,47.019497000010446,1.5012937353578657
-9.360000000000014,46.43883320001496,1.4932891435048632
-9.350000000000014,46.94665990000594,0.7012552525810443
-9.340000000000014,46.43870080000826,1.1372406768947931
-9.330000000000014,46.8742193000058,1.2360784897532102
-9.320000000000014,47.23705010000001,0.8242452240676683
-9.310000000000015,47.09208609998788,1.4993265984189743
-9.300000000000015,46.43909750000323,2.0261245315536645
-9.290000000000015,47.23716540000335,1.2241801412937252
-9.280000000000015,47.09188789999897,0.9181800243723266
-9.270000000000016,46.80164690000439,1.2709482420354385
-9.260000000000016,46.51147190000928,1.63352726165132
-9.250000000000016,46.87433519999768,1.53250766852172
-9.240000000000016,47.45499929999871,1.3451666804011062
-9.230000000000016,46.87412039999653,0.9086355977681628
-9.220000000000017,48.18115569997292,1.5475106910563454
-9.210000000000017,47.3097547000013,1.2075767081123818
-9.200000000000017,46.94685830000477,1.3772829982552799
-9.190000000000017,47.1648903999938,1.9371911789838927
-9.180000000000017,47.60029349999213,1.5700064151868771
-9.170000000000018,46.58382970000529,1.0516890440819489
-9.160000000000018,47.600061899987104,0.9087106527110854
-9.150000000000018,47.38244310000657,1.4517838873127074
-9.140000000000018,47.89045169998646,0.7692388793873831
-9.130000000000019,46.87408750001059,0.7689873977124696
-9.120000000000019,47.01929860001366,0.9212846342953724
-9.110000000000019,47.455131299993155,1.6574703580974277
-9.10000000000002,46.87428559999936,1.4126156603345792
-9.09000000000002,46.72905780001135,1.2548312407948725
-9.08000000000002,47.09208609999884,1.4994868774912398
-9.07000000000002,47.16465900000993,1.4537813651894973
-9.06000000000002,47.454949399987996,1.207494084435949
-9.05000000000002,47.2372648999933,1.4837273649627425
-9.04000000000002,46.36626050003481,1.4990919033291272
-9.03000000000002,47.01931499999368,0.9827606658744008
-9.020000000000021,47.09216910000748,1.6834821812888763
-9.010000000000021,47.09200380000401,1.2892819253301706
-9.000000000000021,47.52752240000775,1.1248030425566689
-8.990000000000022,48.10825239998866,0.5929583296289531
-8.980000000000022,47.09197079999227,1.1950844918473997
-8.970000000000022,46.43878360002102,1.3705651489596835
-8.960000000000022,46.2936051000169,1.2914866323159861
-8.950000000000022,47.38232749999136,1.134970694446297
-8.940000000000023,46.94697400000606,1.6481686539460985
-8.930000000000023,47.1646425999933,1.413206609051881
-8.920000000000023,46.65651800001045,1.3688622399419734
-8.910000000000023,46.728942200013414,0.8689965792555814
